Attackers,Defenders,AttackerWinPercentage,Outcomes
19,21,52.2082,4 0 6.3253 3 0 6.1452 5 0 5.8606 6 0 5.6676 0 2 5.5335 0 4 5.3181 0 3 5.082 7 0 5.0012 0 6 4.6926 0 5 4.6766 8 0 4.4266 2 0 4.0108 0 7 3.954 0 8 3.7349 9 0 3.6694 10 0 2.9694 0 9 2.9681 0 1 2.8125 0 10 2.6421 11 0 2.2203 1 0 2.0097 0 11 1.9434 0 12 1.5981 12 0 1.5956 0 13 1.0779 13 0 1.0745 0 14 0.776 14 0 0.6359 0 15 0.4642 15 0 0.3523 0 16 0.2763 16 0 0.1604 0 17 0.1374 0 18 0.0685 17 0 0.0597 0 19 0.0251 18 0 0.0188 0 20 0.0071 19 0 0.003 0 21 0.0013 
19,20,57.7454,3 0 6.5184 5 0 6.4675 4 0 6.2459 6 0 5.9527 7 0 5.724 0 3 5.3213 0 2 5.1036 8 0 4.9757 0 4 4.7225 0 5 4.7107 9 0 4.3643 2 0 4.1242 0 6 3.9305 0 7 3.7415 10 0 3.509 0 8 2.9564 0 1 2.7692 11 0 2.7621 0 9 2.6276 12 0 2.0188 1 0 1.9802 0 10 1.9503 0 11 1.5889 13 0 1.3883 0 12 1.0735 14 0 0.8747 0 13 0.7755 15 0 0.4811 0 14 0.4576 0 15 0.285 16 0 0.2348 0 16 0.1395 17 0 0.0902 0 17 0.0683 18 0 0.0255 0 18 0.0216 0 19 0.008 19 0 0.0061 0 20 0.0011 
19,19,62.8742,4 0 6.6947 6 0 6.5718 5 0 6.4692 3 0 6.1849 7 0 6.0494 8 0 5.7332 0 2 5.3274 9 0 4.9622 0 3 4.7089 0 4 4.6544 10 0 4.2536 0 5 3.9483 2 0 3.9152 0 6 3.7479 11 0 3.3683 0 7 3.0065 0 1 2.7546 0 8 2.6257 12 0 2.5177 1 0 1.9637 0 9 1.9292 13 0 1.8271 0 10 1.5751 14 0 1.1428 0 11 1.0823 0 12 0.781 15 0 0.6828 0 13 0.4475 16 0 0.3357 0 14 0.2946 17 0 0.148 0 15 0.1393 0 16 0.0698 18 0 0.0425 0 17 0.0227 19 0 0.0095 0 18 0.0077 0 19 0.001 
19,18,68.3345,5 0 6.8665 7 0 6.7595 6 0 6.68 4 0 6.4574 3 0 6.3423 8 0 6.1165 9 0 5.7124 10 0 4.8576 0 3 4.6757 0 2 4.6739 11 0 4.0782 0 4 4.0101 2 0 3.8969 0 5 3.7303 12 0 3.1591 0 6 2.9822 0 7 2.6097 0 1 2.58 13 0 2.2938 0 8 1.9408 1 0 1.8585 0 9 1.6096 14 0 1.5615 0 10 1.0804 15 0 0.9188 0 11 0.7831 16 0 0.4925 0 12 0.4566 0 13 0.2893 17 0 0.2 0 14 0.1396 0 15 0.0702 18 0 0.0683 0 16 0.0252 19 0 0.0128 0 17 0.0064 0 18 0.0006 
19,17,73.0466,6 0 7.1467 8 0 6.9053 7 0 6.8133 5 0 6.6461 4 0 6.5787 9 0 6.2386 3 0 5.7789 10 0 5.7014 11 0 4.7611 0 2 4.71 0 3 3.913 12 0 3.8965 0 4 3.7804 2 0 3.5618 0 5 2.9963 13 0 2.8583 0 6 2.6479 0 1 2.4923 14 0 2.0017 0 7 1.95 1 0 1.794 0 8 1.6063 15 0 1.2513 0 9 1.0679 0 10 0.7894 16 0 0.6702 0 11 0.4535 17 0 0.3131 0 12 0.2935 0 13 0.1449 18 0 0.1047 0 14 0.0729 0 15 0.0237 19 0 0.023 0 16 0.0085 0 17 0.0012 
19,16,78.0837,7 0 7.4178 8 0 7.0752 9 0 7.071 6 0 6.8951 5 0 6.8232 10 0 6.2762 4 0 5.9908 3 0 5.6749 11 0 5.6539 12 0 4.6338 0 2 3.944 0 3 3.7556 13 0 3.6339 2 0 3.4065 0 4 2.9741 0 5 2.6253 14 0 2.5948 0 1 2.2286 0 6 1.9437 15 0 1.696 0 7 1.6156 1 0 1.5883 0 8 1.0644 16 0 0.9905 0 9 0.7773 0 10 0.4637 17 0 0.4567 0 11 0.2856 18 0 0.1657 0 12 0.1333 0 13 0.0697 19 0 0.0375 0 14 0.026 0 15 0.0073 0 16 0.0005 
19,15,82.1724,8 0 7.717 9 0 7.2668 10 0 7.2268 7 0 7.1832 6 0 7.0962 11 0 6.3416 5 0 6.1895 4 0 5.9223 12 0 5.561 3 0 4.8709 13 0 4.4015 0 2 3.7729 14 0 3.3329 0 3 2.9786 2 0 2.9727 0 4 2.6595 15 0 2.2886 0 1 2.0108 0 5 1.9511 0 6 1.6107 1 0 1.4475 16 0 1.3506 0 7 1.0617 0 8 0.7815 17 0 0.6863 0 9 0.4636 0 10 0.2886 18 0 0.2548 0 11 0.1413 0 12 0.0732 19 0 0.0603 0 13 0.0242 0 14 0.0072 0 15 0.0012 
19,14,86.2753,9 0 7.9601 10 0 7.5441 8 0 7.5259 7 0 7.4367 11 0 7.3767 6 0 6.4841 12 0 6.3908 5 0 6.1426 13 0 5.4012 4 0 5.0258 3 0 4.5989 14 0 4.1866 0 2 2.983 15 0 2.9651 2 0 2.6502 0 3 2.6468 0 4 1.9644 16 0 1.8752 0 1 1.7115 0 5 1.6086 1 0 1.2557 0 6 1.0616 17 0 0.9624 0 7 0.7782 0 8 0.4582 18 0 0.3965 0 9 0.2836 0 10 0.1271 19 0 0.0948 0 11 0.0706 0 12 0.0212 0 13 0.0074 0 14 0.0011 
19,13,89.471,10 0 8.3376 9 0 7.8775 11 0 7.8527 8 0 7.7429 12 0 7.4789 7 0 6.7038 6 0 6.4371 13 0 6.3714 5 0 5.2421 14 0 5.2034 4 0 4.7716 15 0 3.8773 3 0 3.6551 0 2 2.6617 16 0 2.5171 2 0 2.166 0 3 1.9599 0 4 1.6073 0 1 1.4595 17 0 1.4331 0 5 1.0786 1 0 1.0391 0 6 0.7715 18 0 0.5941 0 7 0.4606 0 8 0.2937 19 0 0.1683 0 9 0.1368 0 10 0.0663 0 11 0.0242 0 12 0.0067 0 13 0.0009 
19,12,92.4711,11 0 8.7018 10 0 8.2728 9 0 8.2035 12 0 8.0729 13 0 7.5944 8 0 7.1412 7 0 6.6421 14 0 6.3085 6 0 5.4271 15 0 4.9202 5 0 4.8781 4 0 3.757 16 0 3.4359 3 0 3.2561 17 0 2.0088 0 2 1.9499 2 0 1.8239 0 3 1.5731 0 1 1.1627 0 4 1.0704 18 0 0.9318 1 0 0.8341 0 5 0.7867 0 6 0.4551 0 7 0.2888 19 0 0.259 0 8 0.1427 0 9 0.066 0 10 0.0232 0 11 0.0074 0 12 0.0017 
19,11,94.6279,12 0 9.1066 11 0 8.7167 10 0 8.6702 13 0 8.3827 14 0 7.6846 9 0 7.4583 8 0 6.9488 15 0 6.1905 7 0 5.6051 6 0 5.0598 16 0 4.5209 5 0 3.83 4 0 3.2913 17 0 2.8798 3 0 2.4171 0 2 1.6076 2 0 1.4028 18 0 1.3401 0 3 1.0842 0 1 0.9238 0 4 0.7686 1 0 0.6512 19 0 0.4695 0 5 0.4575 0 6 0.2876 0 7 0.1352 0 8 0.0765 0 9 0.0217 0 10 0.0075 0 11 0.0008 
19,10,96.5082,13 0 9.5805 12 0 9.2555 11 0 9.1688 14 0 8.7258 10 0 7.9338 15 0 7.6809 9 0 7.4143 16 0 5.884 8 0 5.8416 7 0 5.2063 17 0 3.9317 6 0 3.9194 5 0 3.3499 4 0 2.3614 18 0 2.0937 3 0 1.9703 0 2 1.0624 2 0 1.0386 0 3 0.7749 19 0 0.6866 0 1 0.653 0 4 0.4737 1 0 0.4632 0 5 0.2895 0 6 0.1387 0 7 0.0679 0 8 0.0223 0 9 0.0071 0 10 0.0013 
19,9,97.7586,14 0 10.1078 13 0 9.8893 12 0 9.8458 15 0 9.0843 11 0 8.4745 10 0 7.8351 16 0 7.4827 9 0 6.161 17 0 5.4483 8 0 5.3207 7 0 3.9597 6 0 3.3332 18 0 2.9733 5 0 2.3638 4 0 1.8976 3 0 1.3002 19 0 1.2434 0 2 0.79 2 0 0.7114 0 1 0.4654 0 3 0.4594 1 0 0.3246 0 4 0.2899 0 5 0.1363 0 6 0.0652 0 7 0.0251 0 8 0.0086 0 9 0.0006 
19,8,98.7236,15 0 10.7388 13 0 10.6675 14 0 10.6156 16 0 9.2706 12 0 9.0726 11 0 8.2853 17 0 7.2862 10 0 6.4291 9 0 5.5657 18 0 4.571 8 0 3.9897 7 0 3.321 6 0 2.2773 19 0 1.9316 5 0 1.824 4 0 1.2222 3 0 0.9663 2 0 0.47 0 2 0.4634 0 1 0.2958 0 3 0.2791 1 0 0.2172 0 4 0.1408 0 5 0.0676 0 6 0.021 0 7 0.0071 0 8 0.0008 
19,7,99.2799,15 0 11.6566 14 0 11.5886 16 0 11.3541 13 0 9.853 17 0 9.5737 12 0 8.8974 11 0 6.7596 18 0 6.3059 10 0 5.7238 9 0 4.0295 19 0 3.376 8 0 3.3044 7 0 2.2207 6 0 1.7358 5 0 1.1145 4 0 0.851 3 0 0.5286 0 2 0.2918 2 0 0.2792 0 1 0.1792 0 3 0.1434 1 0 0.1256 0 4 0.0707 0 5 0.0246 0 6 0.0086 0 7 0.0011 
19,6,99.6617,15 0 12.9813 16 0 12.8388 17 0 12.3124 14 0 10.7885 13 0 9.6727 18 0 9.1133 12 0 7.1576 11 0 5.9291 19 0 5.1362 10 0 4.0325 9 0 3.2615 8 0 2.0877 7 0 1.6105 6 0 0.9947 5 0 0.7439 4 0 0.4451 3 0 0.3254 2 0 0.1557 0 2 0.1339 0 1 0.0996 1 0 0.0729 0 3 0.0699 0 4 0.0243 0 5 0.0084 0 6 0.0016 
19,5,99.8497,17 0 14.5979 16 0 14.5562 18 0 12.3871 15 0 12.1427 14 0 10.5792 19 0 9.1178 13 0 7.5765 12 0 6.0648 11 0 4.015 10 0 3.1013 9 0 1.9438 8 0 1.437 7 0 0.8511 6 0 0.6138 5 0 0.3548 4 0 0.2544 3 0 0.1432 2 0 0.0759 0 2 0.0712 0 1 0.0476 1 0 0.0353 0 3 0.0222 0 4 0.0082 0 5 0.0006 
19,4,99.9498,17 0 17.846 18 0 16.5117 16 0 14.1134 19 0 13.7861 15 0 11.9263 14 0 8.0742 13 0 6.2651 12 0 3.8767 11 0 2.8601 10 0 1.6653 9 0 1.2225 8 0 0.6856 7 0 0.4636 6 0 0.2587 5 0 0.1844 4 0 0.0988 3 0 0.0674 2 0 0.0313 0 2 0.0237 0 1 0.0172 1 0 0.0107 0 3 0.0076 0 4 0.0013 
19,3,99.9868,19 0 24.5109 18 0 20.8178 17 0 17.4347 16 0 13.2302 15 0 8.4764 14 0 6.1033 13 0 3.5102 12 0 2.4392 11 0 1.348 10 0 0.9002 9 0 0.4917 8 0 0.3289 7 0 0.1632 6 0 0.1066 5 0 0.0547 4 0 0.0389 3 0 0.0191 2 0 0.0078 0 1 0.0063 0 2 0.0057 1 0 0.0031 0 3 0.0009 
19,2,99.9974,19 0 37.2172 18 0 22.2055 17 0 18.4283 16 0 8.9611 15 0 6.2396 14 0 2.9107 13 0 1.9383 12 0 0.8942 11 0 0.5893 10 0 0.2644 9 0 0.1699 8 0 0.0747 7 0 0.0512 6 0 0.0224 5 0 0.0142 4 0 0.0072 3 0 0.0043 2 0 0.0028 0 2 0.0014 0 1 0.001 1 0 0.0002 
19,1,100,19 0 66.0155 18 0 22.4064 17 0 7.6278 16 0 2.6042 15 0 0.8809 14 0 0.3035 13 0 0.1072 12 0 0.0371 11 0 0.0112 10 0 0.0029 9 0 0.0016 7 0 0.0002 8 0 0 2 0 0 6 0 0 
18,25,27.3837,0 7 5.7317 0 9 5.5122 0 5 5.5103 0 6 5.2648 0 8 5.2302 0 3 4.887 0 10 4.8481 0 4 4.8458 0 11 4.8397 3 0 4.6746 0 2 4.1905 0 12 4.0806 4 0 4.0355 0 13 3.8066 5 0 3.5445 2 0 3.2208 0 14 3.0298 6 0 2.8789 0 15 2.6492 7 0 2.3331 0 1 2.2023 0 16 1.9392 8 0 1.7474 1 0 1.5915 0 17 1.5593 9 0 1.268 0 18 0.9953 10 0 0.8858 0 19 0.7068 11 0 0.5468 0 20 0.3944 12 0 0.3383 0 21 0.2257 13 0 0.1768 0 22 0.1036 14 0 0.0869 0 23 0.0447 15 0 0.0352 16 0 0.0136 0 24 0.0134 17 0 0.0037 0 25 0.0026 18 0 0.0005 
18,24,31.3309,0 6 5.6682 0 4 5.4912 0 8 5.4672 0 7 5.2586 0 5 5.1945 3 0 4.9337 0 2 4.899 0 3 4.874 0 10 4.8687 0 9 4.8665 4 0 4.6254 0 11 4.1034 5 0 3.9605 0 12 3.87 6 0 3.4146 2 0 3.3447 0 13 3.0086 7 0 2.7695 0 14 2.644 0 1 2.429 8 0 2.179 0 15 1.9464 1 0 1.7269 9 0 1.6015 0 16 1.5371 10 0 1.1359 0 17 1.0122 11 0 0.7327 0 18 0.7247 12 0 0.4574 0 19 0.4023 13 0 0.2461 0 20 0.2424 14 0 0.1208 0 21 0.1003 15 0 0.0559 0 22 0.0426 16 0 0.0186 0 23 0.0135 17 0 0.0051 0 24 0.0023 18 0 0.0008 
18,23,36.0445,0 5 5.6901 0 7 5.5542 3 0 5.5441 0 3 5.4603 0 6 5.271 0 4 5.2268 4 0 4.9934 0 8 4.8636 0 9 4.8612 0 2 4.8406 5 0 4.6228 0 10 4.0824 6 0 3.8612 0 11 3.8559 2 0 3.7513 7 0 3.2565 0 12 3.0324 0 13 2.6589 8 0 2.6066 0 1 2.5624 9 0 1.9983 0 14 1.9261 1 0 1.8203 0 15 1.5624 10 0 1.4207 0 16 0.9917 11 0 0.9447 0 17 0.7195 12 0 0.6051 0 18 0.3911 13 0 0.3298 0 19 0.2355 14 0 0.1786 0 20 0.1087 15 0 0.0729 0 21 0.0435 16 0 0.0279 0 22 0.0129 17 0 0.0076 0 23 0.002 18 0 0.0009 
18,22,40.7864,3 0 5.7817 0 4 5.6808 4 0 5.6018 0 6 5.4971 0 2 5.4134 0 5 5.2515 0 3 5.2154 5 0 5.0094 0 7 4.8526 0 8 4.8419 6 0 4.5402 0 9 4.0698 0 10 3.8971 2 0 3.8323 7 0 3.8042 8 0 3.1296 0 11 3.0411 0 1 2.7526 0 12 2.6872 9 0 2.4169 1 0 1.9388 0 13 1.9298 10 0 1.7997 0 14 1.5509 11 0 1.2469 0 15 1.0188 12 0 0.8027 0 16 0.7188 13 0 0.4736 0 17 0.3936 0 18 0.2369 14 0 0.2356 15 0 0.1154 0 19 0.1055 0 20 0.0429 16 0 0.0419 17 0 0.0123 0 21 0.0114 0 22 0.0023 18 0 0.0016 
18,21,46.1889,3 0 6.2894 4 0 5.8575 0 3 5.6735 5 0 5.6587 0 5 5.4888 0 4 5.2527 0 2 5.2336 6 0 5.0076 0 7 4.8828 0 6 4.8725 7 0 4.5013 2 0 4.119 0 8 4.0727 0 9 3.8425 8 0 3.6493 0 10 3.0438 9 0 2.9581 0 1 2.7962 0 11 2.6519 10 0 2.2446 1 0 1.9908 0 12 1.9394 11 0 1.5929 0 13 1.5305 12 0 1.066 0 14 1.0243 0 15 0.7181 13 0 0.6477 0 16 0.398 14 0 0.3546 0 17 0.2308 15 0 0.1634 0 18 0.0989 16 0 0.0622 0 19 0.0437 17 0 0.019 0 20 0.0126 18 0 0.005 0 21 0.0017 
18,20,51.3198,4 0 6.4469 3 0 6.3031 5 0 5.9412 0 2 5.7188 6 0 5.6436 0 4 5.4928 0 3 5.2694 7 0 5.014 0 5 4.8515 0 6 4.8295 8 0 4.3744 0 7 4.1126 2 0 4.0985 0 8 3.8442 9 0 3.5435 0 9 3.0203 0 1 2.875 10 0 2.781 0 10 2.6479 1 0 2.0559 11 0 2.0207 0 11 1.9435 0 12 1.5572 12 0 1.3788 0 13 1.0102 13 0 0.8665 0 14 0.7134 14 0 0.4825 0 15 0.4101 15 0 0.2363 0 16 0.2299 16 0 0.0978 0 17 0.0965 0 18 0.0428 17 0 0.0291 0 19 0.0111 18 0 0.0042 0 20 0.0015 
18,19,57.1078,3 0 6.672 5 0 6.6074 4 0 6.4956 6 0 6.0813 7 0 5.6663 0 3 5.4994 0 2 5.2333 8 0 4.9547 0 4 4.8846 0 5 4.8357 9 0 4.2611 2 0 4.2458 0 6 4.0631 0 7 3.7984 10 0 3.377 0 8 3.0468 0 1 2.8704 0 9 2.6578 11 0 2.5415 1 0 2.0286 0 10 1.9303 12 0 1.8222 0 11 1.5457 13 0 1.1345 0 12 1.0143 0 13 0.71 14 0 0.6887 0 14 0.4018 15 0 0.338 0 15 0.2399 16 0 0.1421 0 16 0.1023 0 17 0.0425 17 0 0.0397 0 18 0.0119 18 0 0.0095 0 19 0.0021 
18,18,62.3205,4 0 6.8997 6 0 6.7368 5 0 6.659 3 0 6.4552 7 0 6.1302 8 0 5.6961 0 2 5.5088 9 0 4.896 0 4 4.8678 0 3 4.8533 0 5 4.0792 10 0 4.0596 2 0 4.0582 0 6 3.8315 11 0 3.1439 0 7 3.0211 0 1 2.852 0 8 2.6648 12 0 2.3085 1 0 2.0549 0 9 1.9269 0 10 1.5807 13 0 1.5301 0 11 1.0167 14 0 0.8979 0 12 0.7115 15 0 0.4948 0 13 0.3905 0 14 0.2225 16 0 0.2116 0 15 0.093 17 0 0.0739 0 16 0.0434 18 0 0.0123 0 17 0.0109 0 18 0.0031 
18,17,67.99,5 0 7.1605 7 0 6.8935 6 0 6.8913 3 0 6.6101 4 0 6.561 8 0 6.2356 9 0 5.7195 0 3 4.8583 0 2 4.8373 10 0 4.7749 2 0 4.0623 0 4 4.0553 11 0 3.9046 0 5 3.8344 0 6 3.0349 12 0 2.8722 0 1 2.6955 0 7 2.673 13 0 2.0072 0 8 1.9629 1 0 1.9167 0 9 1.5411 14 0 1.2653 0 10 1.0113 0 11 0.7129 15 0 0.6684 0 12 0.391 16 0 0.3142 0 13 0.2374 17 0 0.1065 0 14 0.1029 0 15 0.044 18 0 0.0244 0 16 0.0134 0 17 0.0027 
18,16,73.009,6 0 7.4247 7 0 7.0964 8 0 7.0339 5 0 6.9118 4 0 6.8384 9 0 6.2783 3 0 5.9918 10 0 5.6491 0 2 4.8741 11 0 4.6329 0 3 4.0698 0 4 3.8725 2 0 3.7551 12 0 3.598 0 5 3.0022 0 6 2.6332 13 0 2.6208 0 1 2.5747 0 7 1.9081 1 0 1.8574 14 0 1.7009 0 8 1.54 0 9 1.0108 15 0 0.9652 0 10 0.7145 16 0 0.4505 0 11 0.3917 0 12 0.2344 17 0 0.1662 0 13 0.1022 0 14 0.0461 18 0 0.0358 0 15 0.0128 0 16 0.0023 
18,15,78.043,7 0 7.6357 8 0 7.3244 9 0 7.1952 6 0 7.1647 5 0 7.1609 10 0 6.3136 4 0 6.152 3 0 5.9187 11 0 5.562 12 0 4.4469 0 2 4.1223 0 3 3.8651 2 0 3.5268 13 0 3.3505 0 4 3.0254 0 5 2.6384 0 1 2.296 14 0 2.2856 0 6 1.9382 1 0 1.6688 0 7 1.5586 15 0 1.3248 0 8 1.0114 0 9 0.7026 16 0 0.6938 0 10 0.3965 17 0 0.2507 0 11 0.2409 0 12 0.1014 18 0 0.0661 0 13 0.045 0 14 0.0112 0 15 0.0025 
18,14,82.3333,8 0 7.9972 7 0 7.5418 9 0 7.5393 6 0 7.4321 10 0 7.3252 5 0 6.5275 11 0 6.3539 4 0 6.0952 12 0 5.4211 3 0 5.0542 13 0 4.2209 0 2 3.9142 2 0 3.0912 0 3 3.0352 14 0 2.9316 0 4 2.6613 0 1 2.0956 0 5 1.9152 15 0 1.8615 0 6 1.5328 1 0 1.4745 0 7 1.0138 16 0 0.9608 0 8 0.71 17 0 0.4014 0 9 0.3879 0 10 0.2335 0 11 0.1057 18 0 0.1021 0 12 0.0467 0 13 0.0109 0 14 0.0025 
18,13,86.5014,9 0 8.3664 8 0 7.8325 7 0 7.8033 10 0 7.7791 11 0 7.4396 6 0 6.795 5 0 6.3798 12 0 6.3413 13 0 5.245 4 0 5.2412 3 0 4.7289 14 0 3.8431 0 2 3.0593 2 0 2.7204 0 3 2.6624 15 0 2.5271 0 4 1.9256 0 1 1.7634 0 5 1.5617 16 0 1.4363 1 0 1.2451 0 6 1.0206 0 7 0.715 17 0 0.5918 0 8 0.4003 0 9 0.2336 18 0 0.1837 0 10 0.1008 0 11 0.0398 0 12 0.0118 0 13 0.003 
18,12,89.7577,10 0 8.7425 9 0 8.2421 8 0 8.2026 11 0 8.0865 12 0 7.5555 7 0 7.0864 6 0 6.6707 13 0 6.3366 5 0 5.4129 14 0 4.9538 4 0 4.8562 3 0 3.7464 15 0 3.4193 0 2 2.6829 2 0 2.2155 16 0 1.9774 0 3 1.9486 0 4 1.5762 0 1 1.5042 1 0 1.0546 0 5 1.0127 17 0 0.9303 0 6 0.7237 0 7 0.4031 18 0 0.2666 0 8 0.2294 0 9 0.1015 0 10 0.0453 0 11 0.0117 0 12 0.0018 
18,11,92.8603,11 0 9.1357 10 0 8.7077 9 0 8.6296 12 0 8.397 13 0 7.6695 8 0 7.5216 7 0 7.0126 14 0 6.1713 6 0 5.6339 5 0 5.033 15 0 4.496 4 0 3.839 3 0 3.3147 16 0 2.8672 0 2 1.9292 2 0 1.7827 0 3 1.5623 17 0 1.3499 0 1 1.1582 0 4 1.0126 1 0 0.8315 0 5 0.7033 18 0 0.4656 0 6 0.3892 0 7 0.2296 0 8 0.0969 0 9 0.0422 0 10 0.0124 0 11 0.0027 
18,10,95.0184,12 0 9.6222 11 0 9.224 10 0 9.1881 13 0 8.6844 9 0 7.9672 14 0 7.662 8 0 7.347 15 0 5.9274 7 0 5.8977 6 0 5.2114 16 0 3.8977 5 0 3.86 4 0 3.3217 3 0 2.3644 17 0 2.1056 0 2 1.548 2 0 1.3737 0 3 1.0259 0 1 0.8934 0 4 0.7231 18 0 0.7156 1 0 0.6465 0 5 0.3914 0 6 0.2385 0 7 0.1012 0 8 0.0446 0 9 0.0122 0 10 0.0023 
18,9,96.8839,13 0 10.1159 12 0 9.8987 11 0 9.8086 14 0 8.9978 10 0 8.456 9 0 7.765 15 0 7.573 8 0 6.1609 16 0 5.4752 7 0 5.3687 6 0 3.9603 5 0 3.3491 17 0 3.0046 4 0 2.3336 3 0 1.9175 18 0 1.2473 2 0 1.0057 0 2 0.9983 0 3 0.7066 0 1 0.6266 1 0 0.4442 0 4 0.3982 0 5 0.2305 0 6 0.0996 0 7 0.0422 0 8 0.0117 0 9 0.0015 
18,8,98.0674,14 0 10.7659 13 0 10.7204 12 0 10.6115 15 0 9.2911 11 0 9.0784 10 0 8.3126 16 0 7.2427 9 0 6.401 8 0 5.5572 17 0 4.5413 7 0 4.0354 6 0 3.3135 5 0 2.2891 18 0 1.8796 4 0 1.8308 3 0 1.1996 0 2 0.7099 2 0 0.6835 0 1 0.4247 0 3 0.3981 1 0 0.312 0 4 0.2372 0 5 0.1039 0 6 0.0443 0 7 0.0119 0 8 0.0018 
18,7,98.9469,14 0 11.6223 13 0 11.5293 15 0 11.3844 12 0 9.907 16 0 9.5274 11 0 8.9185 10 0 6.7878 17 0 6.3212 9 0 5.7665 8 0 4.0097 18 0 3.3991 7 0 3.3064 6 0 2.1938 5 0 1.7206 4 0 1.104 3 0 0.8374 2 0 0.4226 0 2 0.4056 0 1 0.2509 0 3 0.2344 1 0 0.1871 0 4 0.1044 0 5 0.0435 0 6 0.0119 0 7 0.0017 
18,6,99.4498,14 0 12.9232 15 0 12.8006 16 0 12.2971 13 0 10.8703 12 0 9.6807 17 0 9.1721 11 0 7.1564 10 0 5.9579 18 0 5.0813 9 0 4.0641 8 0 3.2246 7 0 2.0868 6 0 1.5985 5 0 0.9913 4 0 0.754 3 0 0.4467 2 0 0.2351 0 2 0.2306 0 1 0.1539 1 0 0.1073 0 3 0.1035 0 4 0.0464 0 5 0.0131 0 6 0.0021 
18,5,99.7672,16 0 14.7028 15 0 14.5395 17 0 12.3519 14 0 12.1555 13 0 10.5472 18 0 9.1296 12 0 7.5732 11 0 6.1231 10 0 4.0243 9 0 3.0797 8 0 1.8848 7 0 1.433 6 0 0.8303 5 0 0.6132 4 0 0.3555 3 0 0.2558 2 0 0.1163 0 2 0.1035 0 1 0.0745 1 0 0.0497 0 3 0.0421 0 4 0.0098 0 5 0.0024 
18,4,99.9055,16 0 17.9251 17 0 16.4499 15 0 13.9564 18 0 13.7857 14 0 12.0094 13 0 8.0703 12 0 6.2679 11 0 3.8734 10 0 2.8564 9 0 1.708 8 0 1.2216 7 0 0.6737 6 0 0.4864 5 0 0.2641 4 0 0.1778 3 0 0.1034 2 0 0.0528 0 2 0.0472 0 1 0.0308 1 0 0.0214 0 3 0.0139 0 4 0.0022 
18,3,99.9774,18 0 24.4919 17 0 20.8653 16 0 17.4743 15 0 13.2367 14 0 8.4604 13 0 6.0689 12 0 3.4975 11 0 2.4466 10 0 1.319 9 0 0.9075 8 0 0.4806 7 0 0.3345 6 0 0.1645 5 0 0.1095 4 0 0.0583 3 0 0.0383 2 0 0.0156 0 2 0.011 0 1 0.0088 1 0 0.0062 0 3 0.0025 
18,2,99.9952,18 0 37.1762 17 0 22.0692 16 0 18.4823 15 0 9.0452 14 0 6.2588 13 0 2.9574 12 0 1.9333 11 0 0.8929 10 0 0.5675 9 0 0.2597 8 0 0.1772 7 0 0.0765 6 0 0.0493 5 0 0.0223 4 0 0.0138 3 0 0.0069 2 0 0.0032 0 2 0.0028 0 1 0.0018 1 0 0.0017 
18,1,100,18 0 65.9888 17 0 22.4269 16 0 7.6464 15 0 2.6013 14 0 0.8775 13 0 0.3078 12 0 0.1034 11 0 0.0306 10 0 0.0108 9 0 0.0039 8 0 0.0006 7 0 0.0006 5 0 0 3 0 0 
17,25,22.0473,0 8 5.8931 0 10 5.7273 0 6 5.5876 0 9 5.4484 0 7 5.3486 0 11 5.0693 0 12 5.0435 0 4 4.9545 0 5 4.9001 0 3 4.2487 0 13 4.2203 0 2 4.1573 3 0 4.016 0 14 3.9719 4 0 3.5184 0 15 3.0899 5 0 2.8703 2 0 2.7441 0 16 2.6768 6 0 2.3267 0 1 2.0347 0 17 1.8969 7 0 1.7512 0 18 1.4885 1 0 1.4387 8 0 1.2936 0 19 0.9435 9 0 0.8783 0 20 0.6446 10 0 0.5593 11 0 0.3341 0 21 0.3244 0 22 0.1841 12 0 0.1763 13 0 0.0887 0 23 0.069 14 0 0.0344 0 24 0.0222 15 0 0.0124 0 25 0.005 16 0 0.003 17 0 0.0001 
17,24,26.0523,0 7 5.9051 0 9 5.7463 0 5 5.5676 0 8 5.445 0 6 5.3446 0 10 5.0968 0 11 5.0079 0 3 4.9857 0 4 4.92 3 0 4.6339 0 2 4.2397 0 12 4.2179 4 0 3.9562 0 13 3.9482 5 0 3.4446 2 0 3.2044 0 14 3.0875 6 0 2.7201 0 15 2.6868 0 1 2.2195 7 0 2.174 0 16 1.8883 1 0 1.5872 8 0 1.5646 0 17 1.4772 9 0 1.1162 0 18 0.935 10 0 0.7409 0 19 0.6251 11 0 0.4558 0 20 0.3326 12 0 0.2554 0 21 0.1753 13 0 0.1199 0 22 0.0663 14 0 0.0542 0 23 0.0224 15 0 0.0183 0 24 0.0045 16 0 0.0044 17 0 0.0005 
